msgDate,msg,replyDate,text,telegramChannel,FinalLabel,y_pred,prob_scores
1618503375,"Geraldo went psycho and Bongino was not having it.

 ",1618505539,As my mother would say. Geraldo is BIG WIND. NO RAIN.  Geraldo has been hanging with Jail House Joe to long,AnalyzingAmerica.json,0,0,"[0.9869220853, 0.0122707356, 0.0008072538]"
1663503973,"Ted Cruz Suggests 3 Locations for Abbott and DeSantis to Deposit Illegal Aliens 

 FULL STORY —>    ",1663508377,And arrest George Soros so he can quit bussing  them up to the border,TheTrumpRepublicans.json,1,1,"[0.3003983796, 0.6980550885, 0.0015465957]"
1694027076,"NEW: Trump’s Poll Numbers Against Biden Shock Legacy Media 

 FULL STORY —>    ",1694028242,Biden scored higher than Trump on honesty?? 🤦‍♀,TheTrumpRepublicans.json,0,0,"[0.9994648099000001, 0.000268083, 0.0002671013]"
1664160017,"🔴  Watch: Jen Psaki Gets Real With Democrats as Midterms Get Close: 'Huge Vulnerability'
 
  ",1664161941,She's not the real one. Real one is at Gitmo. Or was. You know how Military Tribunals are.,ResisttheMainstream.json,2,2,"[0.0026510446, 0.004522698, 0.9928263426]"
1666592419,Just gonna leave this here.,1666612128,I think when Joe had brain surgery years ago it was really a lobotomy.,ResisttheMainstream.json,0,2,"[0.2623306811, 0.0023316257, 0.7353376746]"
1621801557,"This is absurd. 
 ",1621808051,Sign me up for DISTRESS about STOLEN ELECTION! Or TAXATION WITHOUT REPRESENTATION!! I’ll sue INSERTED BYDONE FOR THAT!!,AnalyzingAmerica.json,1,1,"[0.1132411286, 0.8860055208000001, 0.0007533535000000001]"
1622472051,"'Pain in the ass!' Trump goes off!
 ",1622472478,"And in the meantime , Governor Cuomo who murdered many, propagated the virus intentionally to the entire country and Canada, resisting the feds in order to sabotage Trump’s reelection prospects and is accused of rape by a dozen of his staffers, doesn’t even have to step down as king nevermind criminal charges.",AnalyzingAmerica.json,1,1,"[0.45850306750000003, 0.5404013991000001, 0.0010955287]"
1662240024,"🔴  Watch: Tucker Carlson Offers Some Advice to GOP Candidates After Sen. Graham Says He Trusts Zelenskyy

  ",1662285981,That guy needs to be held accountable,ResisttheMainstream.json,1,1,"[0.010804271300000001, 0.9884271026, 0.0007686089]"
1668450338,"Here we go. Nothing like “fixed votes.”

 @TrumpChannel ",1668468637,You commit election fraud should be a h_nging offence,TrumpSupportersChannel.json,2,1,"[0.0317222215, 0.9649717808, 0.0033060180000000004]"
1704851900,o u r   w a r   c r i m e s   d e s e r v e   p u n i s h m e n t,1704851952,>collective punishment,AnticapitalistSurrealism.json,0,0,"[0.9963344336000001, 0.0007723406, 0.0028932281]"
1679328125,"S o   D e S a n t i s   t h i n k s   t h a t   D e m s   w e a p o n i z i n g   t h e   l a w   t o   i n d i c t   P r e s i d e n t   T r u m p   i s   a   "" m a n u f a c t u r e d   c i r c u s ""   &   i s n ' t   a   "" r e a l   i s s u e "" 
 
 P u r e   w e a k n e s s .   N o w   w e   k n o w   w h y   h e   w a s   s i l e n t   a l l   w e e k e n d .   H e ' s   t o t a l l y   o w n e d   b y   K a r l   R o v e ,   P a u l   R y a n   &   h i s   b i l l i o n a i r e   d o n o r s .   1 0 0 %   C o n t r o l l e d   O p p o s i t i o n .",1679464832,Trumps going to jail and Desantis is going to the Whitehouse,DonaldTrumpJr.json,1,0,"[0.9222465754, 0.07553371040000001, 0.0022197077000000003]"
1676761312,"🔴  Kamala Harris Escorted Off Air Force Two Before Trip Back to US After Issues Pop Up

  ",1676763527,Was she at GITMO when they escorted her off?,ResisttheMainstream.json,2,2,"[0.0031467641000000003, 0.0042221309, 0.9926310778]"
1667705439,"S o ,   t h e   A s t r o s   w i n ,   a n d   L S U   b e a t s   A l a b a m a … . .   t h i s   T e x a s   b o y   i s   h a p p y   h a p p y   h a p p y   a n d   I   d o n ’ t   c a r e   w h a t   t h e   C a b a l   i s   d o i n g   b e c a u s e   t h e   f i n a l   s c o r e   i s … .   G o d   w i n s !   G o o d   n i g h t   m y   f e l l o w   C h r i s t i a n   W a r r i o r s .   T o m m o r r o w ,   w e   f i g h t   a g a i n !   S l e e p   w e l l !   L o v e   y o u   a l l   i n   C h r i s t !",1667751451,I'm happy for you but I have a problem with the Houston Astros winning anything after the cheating scandal they got away with.  They should have lost their world series title and been fined.,PatriotStreetfighter.json,1,1,"[0.1108640209, 0.8884308934, 0.0007050525]"
1668706220,"🔴  NY Gov. Hochul Issues State of Emergency

  ",1668739126,"In other words ""It's gonna snow""",ResisttheMainstream.json,0,0,"[0.9954297543, 0.0009887948000000001, 0.0035814182000000003]"
1679405116,😂,1679406409,No one should live in fear; he should just end it 😁,ResisttheMainstream.json,0,0,"[0.9828355908, 0.0011998237, 0.0159644783]"
1630190350,"No thank you!
 ",1630236067,Pelosi sounds guilty!  Shall we investigate her?,AnalyzingAmerica.json,1,1,"[0.3732294142, 0.6261519790000001, 0.0006186608]"
1700199626,"🔴  Trump Prosecutor Fani Willis Makes 'Emergency' Request
 
 In case you missed it.
 
  ",1700232670,Please don't hang me! Is that her request?,ResisttheMainstream.json,2,2,"[0.0087620625, 0.004308803, 0.986929059]"
1673271856,"🔴 Iraqi Judiciary Issues Arrest Warrant for Donald Trump

  ",1673285045,Why haven’t they issued a warrant for Obama for bin Laden’s death? People are nuts.,ResisttheMainstream.json,1,0,"[0.9523168802, 0.043335665, 0.0043474557]"
1621982338,"This could send Trump to prison.
 ",1621983949,"BS! Does anyone really think that if they had ANYTHING, & you know they've been digging for years, on Trump he would be in jail already.",AnalyzingAmerica.json,1,1,"[0.1404791176, 0.8581102490000001, 0.0014105657000000001]"
1633006701,,1633133896,He should Sue the University System and those that work for the university that suspended him. This is ridiculous!,TheTrumpRepublicans.json,1,1,"[0.100668557, 0.8986299634, 0.0007014801]"
1703827987,t h e   u s a   l i t e r a l l y   g e n o c i d e d   t h e   B u f f a l o   t o   h a v e   a   f a k e   e c o s y s t e m   t o   s u p p o r t   c a t t l e,1703828042,And to better genocide the indigenous people who lived from them.,AnticapitalistSurrealism.json,2,0,"[0.9944372177, 0.0002914271, 0.0052713444]"
1626311425,"“HAVE YOU NO SHAME?”; Biden Melts Down During Angry Speech On Voting Rights \[WATCH] 

 FULL STORY —>    ",1626311994,"Barrack Hussein Obama, Hillary Rodent Clinton, Joe and Jill Biden, Nancy Pelosi, Chuck Schumer, Mitt Romney … are all liars, they are all cheating the Americans Public stealing tax money directed towards phony NGOs and NFPs, thus, committing Treason. Egregious to say the least. Yet why have none of these and the thousands of others who have committed similar crimes (Mitch, Swalwell, Schiff, etc.) and none have even had charges brought up, much less submitted! Why?",TheTrumpRepublicans.json,1,0,"[0.8382624388000001, 0.1611969918, 0.0005405195]"
1676156469,"🔴  Watch: Kari Lake Tears Into Piers Morgan During Interview: ‘I Don’t Give A Damn What You Think’

  ",1676198736,"Morgan is a Murdoch puppet who should of went to prison for having journalists hack phones to get stories and hack a dead child’s phone that gave her parents hope she was still alive, milly dowler and he got protected he is scum",ResisttheMainstream.json,1,0,"[0.5966289639, 0.4022770822, 0.001093924]"
1635700041,"Yep!
 ",1635700649,Good. All the military should fight back and safe our country.,AnalyzingAmerica.json,2,2,"[0.0025732461, 0.0038985135000000003, 0.9935281873]"
1661833875,Just curious as to how you would handle that situation?  🤔,1661858420,"Find out who put the thought on their head. Tell them no, go play. And beat the Shit out of the person who is abusing them.",ResisttheMainstream.json,2,0,"[0.8507285714, 0.0164753757, 0.13279609380000001]"
1624403777,"They took over the entire meeting!
 ",1624404350,"Well done Patriots, keep it going. Boot the mayor out of office",AnalyzingAmerica.json,0,0,"[0.8069577813000001, 0.1503670365, 0.0426751785]"
1633351138,,1633352627,He thinks he is God. He should be kicked out of the profession. Where do these people come from. I suppose sperm is dead as well.,TheTrumpRepublicans.json,0,0,"[0.9946459532, 0.0002852075, 0.0050689122]"
1650069729,"Obama Wants the ‘Contest of Ideas’ Rigged 

 He calls anything that impedes liberal propaganda “disinformation.” 

 READ:    

 @AmericanSpectator ",1650150893,"Bumjob, another DS Satanic pedo POS that needs to be permanently removed from breathing our air.",TrumpSupportersChannel.json,2,0,"[0.9896401167000001, 0.0012802259, 0.009079619300000001]"
1697333324,"🔴 Gov. DeSantis Signs Executive Order Accusing Florida Judge of Alleged Molestation, Child Abuse

  ",1697339246,Why would an executive order be signed and not an indictment???,ResisttheMainstream.json,1,1,"[0.0980885699, 0.9010896087, 0.0008218426]"
1693520391,"🔴  CNN Medical Analyst Explains What Might Be Possible Reason Behind McConnell’s Freezes

  ",1693537135,Both incidents happened with questions relating to future events. Is he freezing from fear? Remember he wore the boot for a while. Tribunal date nearing?,ResisttheMainstream.json,0,0,"[0.7630075216000001, 0.2349091619, 0.0020833113]"
1651533316,"Clinton has some explaining to do.
 ",1651534885,Jail all these crooks for trying to destroy America.,AnalyzingAmerica.json,1,1,"[0.0069688917, 0.9917988777000001, 0.0012322264]"
1646345027,"NEW: The NFL is suspending all Covid-19 protocols including mandatory testing, masks and contact tracing: memo

Follow  @insiderpaper",1646345411,It's about time to eliminate everything,ThePatriotVoice.json,2,2,"[0.0092004146, 0.0016387183, 0.989160955]"
1647977672,"I believe that Hunter Biden WILL be indicted.

 ",1647977877,Yeah just like how we put Hillary in jail. Shes still laughing her ass off and living the high life stealing kids from Haiti and laundering millions through the clinton foundation.,ThePatriotVoice.json,0,0,"[0.9889524579000001, 0.0107262572, 0.0003212283]"
1629071668,"👍👍👍
  ",1629073841,How many millions did she make from Amazon after shutting down small business? And she’s still in charge . I can’t wait to see her dead.,AnalyzingAmerica.json,2,2,"[0.0041994858000000005, 0.0063819364000000005, 0.9894185662]"
1670698828,"🔴  Music Icon Celine Dion Reveals Incurable Diagnosis to Fans in Emotional Video
 
 Did you catch this?

  ",1670703907,Die in hell thats all you deserve,ResisttheMainstream.json,0,0,"[0.9521396160000001, 0.0022395775, 0.0456208102]"
1689007036,e v e n   t h e   F r e n c h   R e v o l u t i o n   h a d   t h e   s u p p o r t   o f   m i l i t a r y   b u t   n o b o d y   i n   e a r t h   c a l l s   i t   a   c o u p,1689007097,The military coup’d,AnticapitalistSurrealism.json,2,0,"[0.9581838250000001, 0.0030041323, 0.0388120525]"
1622137530,"Soros makes major move...
 ",1622140475,Seize his assets.,AnalyzingAmerica.json,0,0,"[0.8942403197000001, 0.0556298122, 0.0501299053]"
1688221449,"Reporter Says He Called Secret Biden Phone Central to Bribery Scandal - And Joe Answered 

READ:   

 →   @LetsGoBrandon ",1688224982,Why is he not in jail. We have no justice in this country anymore. Especially if you have Justice paid for in your pocket. Time to clean house. The White House!!!!’,TrumpSupportersChannel.json,1,1,"[0.0600600056, 0.9382654428, 0.0016745199]"
1670619017,"We were right about lockdowns.
We we right about the vaccine.
We were right about masks.
We were right about Hunter's laptop.
We were right about FBI election interference.
We were right about Democrat election interference.
We were right about Twitter suppression.

 @CatturdFanClub",1670619091,Why aren’t those jerks being prosecuted. Because those that prosecute are same as them,TrumpSupportersChannel.json,1,1,"[0.008976931700000001, 0.9902213812, 0.0008016675]"
1694917130,"Ken Paxton should ABSOLUTELY SUE THE HELL OUT OF the Texas House Speaker, Dade Phalan for defamation.

Now, that he has been 100% ACQUITTED from any phony impeachment charges, Dade is STILL attacking & berating him.

RINO SCUM.

 ",1694917541,Treason is rampant and continues..... we need sweeping justice!,ThePatriotVoice.json,1,1,"[0.0654417425, 0.9309676886, 0.0035905726]"
1616095070,"McConnell sounds the alarm on Biden's next move.

 ",1616120736,Mconnell is a Traitor he needs to GO,AnalyzingAmerica.json,0,0,"[0.704749465, 0.26640766860000004, 0.0288429372]"
1624224942,,1624229118,Can't right now. I am in FB Jail for 7 days for posting a woman beating a child. I was trying to find out if anyone knew her so I could call the police.,PatriotStreetfighter.json,1,1,"[0.2622874677, 0.7352659106, 0.0024466405]"
1617470204,"This is getting bizarre.

 ",1617473772,Ok.  This sounds fishy.  Sorry. They are one by one making shit up about conservatives.  Nancy couldn't get her democrat seated. So she will remove a Republican.  I'm over this bullshit.  If our damn military don't step in soon I gotta a feeling Americans are gonna snap. Soon !!!  If Matt is guilty. Well. Then he needs to go.,AnalyzingAmerica.json,2,2,"[0.0759454519, 0.0044992636, 0.9195552468]"
1651868116,"Several top hosts are in big trouble.
 ",1651878455,All will be held accountable...ALL WILL,AnalyzingAmerica.json,1,1,"[0.1104754731, 0.8669826984000001, 0.022541862000000003]"
1662415284,"🔴  Sources Reveal Where Wife of Bed Bath & Beyond Exec Was When He Jumped

  ",1662450030,"Go woke go dead, mfer.  Bon apetite.",ResisttheMainstream.json,0,0,"[0.9961239696, 0.0004109287, 0.0034650182000000003]"
1672089517,"Here Comes More Censorship: Rachel Levine Pressuring Big Tech to Shut Down Gender ‘Misinformation’ 

 FULL STORY —>    ",1672090167,I agree he/she should be shut down. She/ he IS the misinformation !! Shut them down!!,TheTrumpRepublicans.json,0,0,"[0.9983609319000001, 0.0005915134, 0.0010475981]"
1665064257,"Imagine that.

Mighty Oaks FDN founder Chad Robichaux has been on the ground helping Ukraine, but he tells me he saw NO evidence of the billions of dollars in aide the US sent over: ""There is no congressional oversight ... This money is going into a black hole.""

 @TrumpChannel",1665074393,Biden is so crooked. When he dies they have to screw him in the ground,TrumpSupportersChannel.json,0,2,"[0.0166047011, 0.004113879500000001, 0.9792814255000001]"
1626223610,"Outrageous.
 ",1626224088,Time for the boogaloo. Y'all ready??,AnalyzingAmerica.json,0,2,"[0.0128121953, 0.0083270501, 0.9788606763000001]"
1668099653,"Kayleigh McEnany Offers Some Advice to Her Old Boss, Donald Trump 

 FULL STORY —>    ",1668108814,"We put NOTHING on hold.
Its way past time.
KILL A COMMIE FOR MOMMY",TheTrumpRepublicans.json,2,0,"[0.9975820780000001, 0.0008858994, 0.0015321076]"
1621289415,"Top Mueller Henchman Lays Out New Scheme To Prevent Trump 2024 White House Run 

 FULL STORY —>    ",1621294443,"Don't worry about 2024... Trumps will be back in office 2021 once all the audits are finished...
Then comes military trails",TheTrumpRepublicans.json,2,2,"[0.0023297172, 0.0055428199, 0.9921275377000001]"
1658578870,"The Invisible Smoking Insurrection Gun 

WATCH:  ",1658583825,"It’s a fucking joke I cannot believe these clowns are allowed to get away with this. 
They did not do prosecute straight away as they had to plan this bastards",TrumpSupportersChannel.json,1,0,"[0.9906895161, 0.008911797800000001, 0.0003986929]"
1619374622,"Waters goes off on judge.

 ",1619383462,This woman needs to crawl back under her rock with the rest of the salamders. Someone stick a sock in that big mouth,AnalyzingAmerica.json,0,2,"[0.0351183414, 0.0225321446, 0.9423494339]"
1621374403,"Ward drops major news!
 ",1621389739,"All go to jail and then community service picking up trash for 10 years. Especially, in the heat of summer time.",AnalyzingAmerica.json,1,0,"[0.9528136849000001, 0.0449484959, 0.0022378718]"
1623070088,P l e a s e   s h a r e   f a r   a n d   w i d e   ❤ ️,1623153817,"I was thinking about your page recently and thought we should all be able to file a Class Action against the media and big pharma for attempted murder, murder and/ or Crimes against humanity for pushing this shot… you have so much info and proof and a lot of support behind you… you should also reach out to Del Bigtree at The Highwire he is so willing to help get the word out!",COVIDVACCINEVICTIMS.json,1,1,"[0.3780056536, 0.6202257872, 0.0017685235]"
1622740260,"​​ Mich. State Senate Passes Bill Requiring Gov. Give Advance Notice Before Leaving The State
 
  ",1622740356,On state arrest!  😂😂,PatriotStreetfighter.json,1,1,"[0.0225336459, 0.9765342474, 0.0009320856]"
1652813115,"Jordan is warning about this!
 ",1652855384,Lock Killary Up,AnalyzingAmerica.json,1,1,"[0.004816642, 0.9938831329000001, 0.0013002702000000001]"
1630436832,"Yep!
 ",1630438062,"Everything this piece of shit moron has done is not resignable! He has committed treason, which is punishable by death! Nothing less than arrest, federal prison and execution is acceptable! That goes for every single person in his fraudulent administration as well! All treason, no resignations, arrests!",AnalyzingAmerica.json,2,2,"[0.0034801234, 0.1106611639, 0.8858587146]"
1668298819,"🔴  Police Investigating After Construction Crew's Disturbing Find on Site of Obama Library

  ",1668300652,"Buttcrack Smollett. Crime in Chicago out of control, people being murdered but the police are investigating a rope. 😂😂😂",ResisttheMainstream.json,0,2,"[0.0045661805, 0.0064524896, 0.9889813662]"
1674395536,"38 People on the FBI’s Terror Watch List Captured at Southern Border Since October 

 FULL STORY —>    ",1674405225,Close the border..Americans are in danger..Military needs to step up and close it. Biden obviously has been compromised and foreign enemies are a threat to us.,TheTrumpRepublicans.json,2,2,"[0.0027153413, 0.0041753063, 0.9931093454000001]"
1629567497,"🚨🚨🚨
  ",1629588788,If Ashli had been black this bullshit would be totally different. The fucker would have been hung by his balls already. I'm so tired of all of the double standards. Go fuck yourselves.,AnalyzingAmerica.json,2,2,"[0.0055807936, 0.0040851203, 0.9903340936]"
1647213259,"This happened.
 ",1647223076,I hope that pos fucking traitor dies on a ventilator,AnalyzingAmerica.json,2,2,"[0.0301388092, 0.0037668443, 0.9660942554]"
1623802663,"Omar is in big trouble.
 ",1623832069,"Its all circus sideshow bullshit.  Theres nothing newsworthy about this and there won’t be until shes rightfully removed from office and deported.  She’s a disgraceful immigrant, much less an “elected” representative.",AnalyzingAmerica.json,0,0,"[0.9794765115, 0.0194409322, 0.0010825006000000001]"
1685481617,"🔴 Watch: Disturbing Video Captures Three Marines Viscously Attacked by Dozens of Teens

  ",1685507016,Fuck these kids! Its time deputize citizens and let us armed adults take care of these mental patients,ResisttheMainstream.json,2,2,"[0.0159392562, 0.0168620516, 0.9671986699]"
1627634321,"Hello Patriot Streetfighters!!

Scott here putting in some late hours doing a work around on YouTube‘s new algorithms to keep us shut down. Once again… Yours truly found a way to strike back so here we are with the new YouTube channel Patriot Streetfighter 21.

I’m baaaaaaaack.

Be sure to subscribe and pass this link on to everyone you know and let’s re-populate to begin the counterattack.

Many of you know that these deep state motherfuckers took out The General this past week. The targeted attack on on the Penn State event that took down my team and my entire family resulted in a Covid clotting massive stroke on The General. 

He is now without the use of his left side, he cannot speak and has been left with a grave prognosis.

We all know what this means at this point so it’s time to get to work. This will not go on answered. There will be massive retribution so now we prepare for battle


Patriot Streetfighter 21

  ",1627742176,Let’s go take them all down! I’m way past ready! I’ve lost family members because of this horse shit!,PatriotStreetfighter.json,2,0,"[0.9665141106, 0.0073438808, 0.0261420496]"
1648402760,"Foreign Criminals Using Tourist Visas To Rob Rich Californians￼ 

 FULL STORY —>    ",1648404824,get a rope,TheTrumpRepublicans.json,2,2,"[0.0026432939, 0.0037888002000000002, 0.9935678840000001]"
1668798641,"L e t ' s   a n a l y z e   i t   l o g i c a l l y : 
 
 S i n c e   T r u m p   t o l d   u s   i n   a d v a n c e   t h e   2 0 2 0   e l e c t i o n   w o u l d   b e   s t o l e n   a n d   i t   w a s ,   i t   l o g i c a l l y   f o l l o w s   t h a t   i f   h e   p l a n s   t o   r e t u r n   t o   t h e   W h i t e   H o u s e ,   i t   w i l l   b e   b y   a   p a t h   o t h e r   t h a n   a n o t h e r   r i g g e d   e l e c t i o n .   T r u m p   h a s   n o   f a i t h   i n   t h a t   s y s t e m . 
 
 B u t   i f   h e   p l a n s   t o   m a k e   a   s u r p r i s e   r e t u r n ,   w o u l d   y o u   e x p e c t   h i m   ( a n d   h i s   s u r r o g a t e s )   t o   o p e n l y   s i g n a l   t h e i r   p l a n   t o   e v e r y o n e ? 
 
 O r   w o u l d   i t   b e   w i s e r   t o   m a k e   e v e r y o n e   ( i n c l u d i n g   t h e   d e e p   s t a t e )   t h i n k   h i s   p a t h   b a c k   t o   t h e   W h i t e   H o u s e   w i l l     b e   a n o t h e r   h a r d - f o u g h t ,   r i g g e d   e l e c t i o n ? 
 
 W e ' r e   n o t   g o i n g   t o   g e t   a n y   c l e a r ,   o b v i o u s   s t a t e m e n t s   f r o m   T r u m p   o r   p e o p l e   c l o s e   t o   h i m   a b o u t   t h e   r e a l   p l a n   t o   r e t u r n .   
 
 W e   w i l l   h o w e v e r ,   g e t     s u b t l e   c o n f i r m a t i o n s   t h r o u g h   m e m e s   b e i n g   r e - t r u t h e d .",1668799126,"And the issue remains the same: constitutionality. It could well be there is some sort of plan to get Trump into the White House again. But in all honesty: do you really think the public at large is just going to accept Trump is a president without an election? There is NO way they ever will. What must be given primacy is LEGITIMACY. If that isn't there, it will be seen by most as a coup. Which then opens up civil war. You cannot have a president and a military swear to uphold the constitution, and then subvert that very constitution. Trump needs a CONSTITUTIONAL path back. There is no hope he can govern at all without that.",PrayingMedic.json,0,2,"[0.0058874246, 0.0025864912000000003, 0.9915261865]"
1633714980,"President Trump didn’t hold back.
  ",1633786569,"Bitch tits McConnell! 
You are one commie criminal! You will pay for your crimes!",AnalyzingAmerica.json,1,1,"[0.3442600369, 0.5777654052, 0.07797452810000001]"
1667105566,"🔴  Florida Judge Issues Order to DeSantis Over Martha's Vineyard Migrant Episode 

 Did you catch this? 

  ",1667131325,This judge is investigating the wrong person…..should be Biden!,ResisttheMainstream.json,1,0,"[0.8731140494, 0.126406461, 0.0004794865]"
1701727420,,1701878591,"FBI is corrupt!!  Why the fuck are they still roaming around and breaking the law!!  Where the fuck are the white hats or the military????  Why are they not arrested???  Why is FJB still allowed to commit crimes?  How much more evidence do we need to hang this scumbag, Joe Biden???????????  WTF???",DonaldTrumpJr.json,2,2,"[0.0018214828, 0.0169859175, 0.9811925888]"
1656004702,"Man Facing Life for Attempted Assassination of Justice Kavanaugh Submits His Plea 

 FULL STORY —>    ",1656008113,Lock him up and toss the key. Or death penalty,TheTrumpRepublicans.json,2,2,"[0.0019654606000000002, 0.0064188344, 0.9916157126]"
1644889426,"🤦‍♂️🤦‍♂️🤦‍♂️
  ",1645053338,Gitmo bound! ASAP!,AnalyzingAmerica.json,2,2,"[0.0028473483, 0.0036867177, 0.99346596]"
1659023280,N O T H I N G   C A N   S T O P   W H A T ' S   C O M I N G ! ! !,1659066775,Hurry up!! We’re hanging by a fucking thread!!,TrumpSupportersChannel.json,2,0,"[0.9949991703000001, 0.0016627517, 0.0033381132000000003]"
1639333023,,1639341591,Why do i need an AR-15? Because when i snap youre going to pray i use a commercially available firearm,RiotDogs.json,2,0,"[0.9973548651, 0.0009012257, 0.0017439763]"
1677340293,"Many elected officials in Arizona are going to prison.

 ",1677363824,"They certainly deserve to do time, but I wouldn't get my hopes up.",PrayingMedic.json,1,0,"[0.8897995949, 0.10885836930000001, 0.0013419936]"
1662434420,Comment down below  💬,1662435577,"Put God & patriotism back in schools, home, public gatherings. And bring TRUMP back NOW!",ResisttheMainstream.json,0,0,"[0.9986133575, 0.000734068, 0.0006525474]"
1642235922,F i r s t   c 1 9   p a t e n t   i n   2 0 1 5   t o   t h e   R o t h s c h i l d   f a m i l y .,1642286204,That family is way too big! Need to blow up their compound in England! Then the devil will be defeated,ThePatriotVoice.json,2,0,"[0.9088100195000001, 0.0028879468, 0.0883019641]"
1628620566,"Absolutely!
 ",1628621342,"Stop using misleading headlines.  The impeachment is against Department of Homeland Security Secretary Alejandro Mayorkas.
Now someone needs to start one against Biden and Harris.   But first let’s see trump run for Congress and become speaker.",AnalyzingAmerica.json,1,0,"[0.6261226535000001, 0.3728138804, 0.0010634353]"
1663329988,"DOJ Goes Down to Defeat as Trump Gets Big Win in Special Master Case 

 FULL STORY —>    ",1663331757,"Come January, I hope every one of these snakes in DC have cleared their calendars.",TheTrumpRepublicans.json,0,0,"[0.7063848376, 0.0661689565, 0.227446273]"
1662971731,"9.12.22 Patriot Streetfighter, Cabal Secrecy Veil Gone, Cash Flow Coming Down! GET IN THE FIGHT!!

 ",1663000862,They Are panicking . 5D ass whooping in progress,PatriotStreetfighter.json,0,2,"[0.1739897579, 0.0052155023, 0.8207947016]"
1663546763,"🔴  Sheriff's Department Conducts Early Morning Raid at Home of Prominent Democratic Official 

 Another recap.
 
  ",1663678616,Take down every last corrupt politician. Our country will be better for it!,ResisttheMainstream.json,2,0,"[0.9097629189, 0.0060009914, 0.08423606310000001]"
1666159313,Sorry...say that again?,1666182064,"Have another shot Nancy, you stupid old crow.",ResisttheMainstream.json,2,2,"[0.3345168531, 0.0109766107, 0.6545065045]"
1622292350,"Stinging defeat for Omar.
 ",1622865374,Put her in Gitmo and try her for treason!,AnalyzingAmerica.json,2,2,"[0.0022559396, 0.0046352753, 0.9931087494]"
1619536518,"BLM turns on Biden!

 ",1619537369,"I think a win-win would be to get rid of Biden and BLM, and let’s not forget antifa!",AnalyzingAmerica.json,0,0,"[0.9961395860000001, 0.0007522164, 0.0031081054]"
1693876831,"🔴  Here's What Soros Has Planned For Trump's 2024 Run
 
  ",1693956995,"If we pull off a miracle and win the Presidency in 2024, then open a full investigation on any and all assets of the Open Societies organization, its subsidiaries, investors, and stock holders for its manipulation, coercion, and influence of the American way of life.

Find him guilty of treason and to be exiled along with his son from our country forever and anyone who does any business or work with them will be considered traitors to our country.

Its time to get these sick people out.",ResisttheMainstream.json,1,0,"[0.9749635458, 0.0225968193, 0.0024395133]"
1621171042,Waters finally getting her comeuppance.  ,1621182000,Lock Waters up👍,AnalyzingAmerica.json,1,1,"[0.0049489192000000005, 0.99373734, 0.0013137395000000001]"
1616534799,"England to Fine Travelers for Leaving Country 

 ",1616555511,"and you've already got the 2A yet nobody uses it and the government knows it, they gov knows you are all pussies and you will never fight back, thats why they are doing everything out in the open because they know they'll get away with it.  Its up to the lot of you to stop it.  If you don't get off your fat asses, get ready for a massive military boot from the CCP to crush all of your balls and enjoy your slavery",InfoWars.json,2,0,"[0.9217959642, 0.0031740374, 0.0750299543]"
1621171042,Waters finally getting her comeuppance.  ,1621268766,If I saw this piece of shit on the street I fucking punch her in the mouth,AnalyzingAmerica.json,2,0,"[0.6950617433, 0.0041647125, 0.30077350140000003]"
1623766726,"Republicans want criminal charges.
 ",1623769025,Doesn’t our constitution say death by firing squad? I would prefer not to waste any more tax dollars on these corrupt people and have to house them in a prison.,AnalyzingAmerica.json,2,2,"[0.0022682594, 0.0100451792, 0.9876865149]"
